date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
Jan-2021,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",117,7,5.93,0,0.11,0,0.96,0,0,445,249,0,9,0,187
Jan-2021,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",62,8,1.84,0.75,2.14,0,3.27,2,1,339,77,40,36,0,186
Jan-2021,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",137,18,7.2,0.9,6.24,0,3.66,2,0,889,236,92,149,0,412
Jan-2021,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1832,226,51.26,22.16,94.5,0.99,57.09,19,1,34659,7258,10949,8789,23,7640
Jan-2021,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",116,11,1.6,0.86,4.49,0,4.05,0,0,463,143,18,145,0,157
Jan-2021,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",319,25,5.63,2.3,13.12,0,3.94,3,2,1015,149,130,627,0,109
Jan-2021,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",189,25,11.9,2,7.86,0,3.24,1,0,1305,585,208,299,0,213
Jan-2021,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1271,113,45.49,7.32,37.44,1,21.75,10,1,6820,3060,243,1614,82,1821
Jan-2021,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2540,210,64.19,6.54,112.34,0,26.93,8,1,14167,8550,458,3031,0,2128
Jan-2021,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",129,11,5.4,0,1.93,0,3.66,0,0,327,169,0,63,0,95
Jan-2021,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",108,13,3.79,3.85,4.21,0,1.15,2,0,554,184,173,137,0,60
Jan-2021,AA,American Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",50,2,0.84,0,0.5,0,0.66,0,0,76,34,0,21,0,21
Jan-2021,AA,American Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",56,2,1,0,1,0,0,0,0,139,74,0,65,0,0
Jan-2021,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",276,27,8.63,1.24,6.84,0,10.28,1,0,1399,445,87,184,0,683
Jan-2021,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",40,4,1.57,0,1.67,0,0.76,0,0,251,105,0,104,0,42
Jan-2021,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",121,8,2.92,1,2.18,0,1.9,0,0,464,135,19,104,0,206
Jan-2021,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",381,45,16.79,5.34,16.28,0,6.59,2,0,2604,908,331,918,0,447
Jan-2021,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",402,36,10.38,2.66,14.36,1,7.6,3,0,1580,366,147,404,18,645
Jan-2021,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",349,26,9.58,1,8.23,1,6.2,4,0,1243,616,42,201,39,345
Jan-2021,AA,American Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",27,2,2,0,0,0,0,0,0,83,83,0,0,0,0
Jan-2021,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",330,22,5.53,1.11,8.81,0,6.55,2,0,933,261,68,225,0,379
Jan-2021,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",411,52,15.67,2.35,25.01,1,7.97,1,2,2594,940,235,643,24,752
Jan-2021,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",143,5,2.97,0,1.03,0,1,0,0,219,154,0,26,0,39
Jan-2021,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",345,27,15.74,0.08,6.49,0,4.69,1,0,2054,1524,11,205,0,314
Jan-2021,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",223,26,14.08,0.41,6.04,0.73,4.73,1,0,1446,725,49,239,11,422
Jan-2021,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",239,17,12.67,0,1.75,0,2.58,4,1,896,760,0,60,0,76
Jan-2021,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",258,15,5.33,1.26,6.84,0,1.57,5,1,643,247,114,223,0,59
Jan-2021,AA,American Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",49,1,1,0,0,0,0,0,0,686,686,0,0,0,0
Jan-2021,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",242,22,12.09,2.09,3.41,0,4.41,0,0,1182,723,64,140,0,255
Jan-2021,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",213,10,7.17,0,1.98,0,0.85,0,1,388,329,0,40,0,19
Jan-2021,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",92,6,5.09,0,0.91,0,0,0,0,360,339,0,21,0,0
Jan-2021,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",552,68,30.2,2.86,21.56,0.07,13.31,2,0,3989,1489,90,1402,7,1001
Jan-2021,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",151,22,9.81,0.02,6.77,0,5.41,0,0,1058,640,1,164,0,253
Jan-2021,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",171,18,10.96,0,4.48,0,2.56,1,1,630,413,0,127,0,90
Jan-2021,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,4,0,0.52,2.41,0,1.07,2,0,202,0,12,95,0,95
Jan-2021,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",43,1,0,0,0,0,1,1,0,24,0,0,0,0,24
Jan-2021,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",719,57,8.45,0.43,27.45,7.79,12.89,9,1,3090,674,20,821,214,1361
Jan-2021,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,4,1,0,3,0,0,0,0,96,32,0,64,0,0
Jan-2021,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",54,3,2.95,0,0.05,0,0,0,0,95,94,0,1,0,0
Jan-2021,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",45,2,1,1,0,0,0,1,0,138,48,90,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,BNA,"Nashville, TN: Nashville International",35,3,1.49,0,1.51,0,0,0,0,77,43,0,34,0,0
Jan-2021,AS,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",89,4,3,0,1,0,0,0,0,104,87,0,17,0,0
Jan-2021,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",43,7,0.91,0,5.63,0,0.46,0,0,158,23,0,124,0,11
Jan-2021,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",30,2,0.99,0.68,0.33,0,0,0,0,245,209,23,13,0,0
Jan-2021,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",89,2,0.79,0,1.21,0,0,1,0,45,23,0,22,0,0
Jan-2021,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,4,1,1,2,0,0,0,0,125,15,38,72,0,0
Jan-2021,AS,Alaska Airlines Inc.,CDB,"Cold Bay, AK: Cold Bay Airport",18,7,1,0,2.22,1.81,1.97,1,2,333,83,0,45,76,129
Jan-2021,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,7,4,1.19,0.74,0,1.08,2,1,261,199,20,15,0,27
Jan-2021,AS,Alaska Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",31,1,1,0,0,0,0,0,0,18,18,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",76,3,1,0,1,0,1,1,1,54,15,0,16,0,23
Jan-2021,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",111,4,2,0,2,0,0,0,0,115,82,0,33,0,0
Jan-2021,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",110,15,2,0.74,11,0,1.26,0,0,432,40,30,336,0,26
Jan-2021,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",16,1,0.98,0,0.02,0,0,0,0,56,55,0,1,0,0
Jan-2021,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",70,1,0,0,1,0,0,0,0,23,0,0,23,0,0
Jan-2021,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",62,6,0.79,0,5.21,0,0,0,0,115,15,0,100,0,0
Jan-2021,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",147,4,2,0,2,0,0,1,0,103,59,0,44,0,0
Jan-2021,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",151,13,5.52,0,7.48,0,0,0,0,616,395,0,221,0,0
Jan-2021,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",144,21,4.28,0,16.19,0,0.52,1,0,606,169,0,413,0,24
Jan-2021,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",31,4,1.92,0,2.08,0,0,1,0,133,83,0,50,0,0
Jan-2021,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,2,0.95,0,1.05,0,0,0,0,99,74,0,25,0,0
Jan-2021,AS,Alaska Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",45,3,1.53,0,1.47,0,0,1,1,60,26,0,34,0,0
Jan-2021,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",244,24,8.79,1,12.33,0,1.88,3,0,1231,328,30,344,0,529
Jan-2021,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",129,10,4.1,0,5.9,0,0,0,0,296,127,0,169,0,0
Jan-2021,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",122,14,4.91,1,6.14,0.97,0.98,2,0,811,173,17,160,414,47
Jan-2021,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",250,5,3,0,2,0,0,3,0,174,130,0,44,0,0
Jan-2021,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",499,35,13.13,0,17.39,0,4.48,2,0,1603,1027,0,474,0,102
Jan-2021,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",31,4,0,1,3,0,0,0,0,157,0,92,65,0,0
Jan-2021,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",115,9,5.06,0.74,2.54,0,0.67,0,0,435,344,14,59,0,18
Jan-2021,AS,Alaska Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",31,2,0.61,0,1.39,0,0,0,1,57,17,0,40,0,0
Jan-2021,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",7,2,0,0,0.65,0,1.35,0,0,35,0,0,13,0,22
Jan-2021,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",199,15,3.94,0,10.69,0,0.38,0,1,504,211,0,284,0,9
Jan-2021,AS,Alaska Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",97,3,0,0,2,1,0,2,1,88,0,0,39,49,0
Jan-2021,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",151,10,2,0.98,6.25,0,0.77,2,0,693,110,52,447,0,84
Jan-2021,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",30,2,1,0,1,0,0,1,1,46,29,0,17,0,0
Jan-2021,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",578,52,13.32,0,31.43,0,7.25,4,2,2233,834,0,767,0,632
Jan-2021,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,4,1,0,2,1,0,0,0,80,15,0,43,22,0
Jan-2021,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",272,7,3.28,0,3.72,0,0,0,0,166,102,0,64,0,0
Jan-2021,AS,Alaska Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",16,1,0.87,0,0.13,0,0,0,0,119,104,0,15,0,0
Jan-2021,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,7,1.44,0,2.64,0,2.92,1,0,775,98,0,129,0,548
Jan-2021,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",143,8,2.53,0,4.47,0,1,0,0,240,75,0,104,0,61
Jan-2021,AS,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",27,2,1,0,1,0,0,0,0,48,23,0,25,0,0
Jan-2021,AS,Alaska Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",344,23,10.29,0,10.9,0,1.81,1,0,1023,702,0,247,0,74
Jan-2021,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",46,2,1,1,0,0,0,0,0,61,41,20,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3806,298,75.89,5.19,170.36,1,45.56,23,4,12780,4400,468,4661,30,3221
Jan-2021,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",295,11,2.99,0,5.86,0,2.14,3,0,464,143,0,177,0,144
Jan-2021,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",31,5,1.94,0,1.87,0,1.2,1,0,139,66,0,50,0,23
Jan-2021,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",115,4,0.17,0,2.55,0,1.29,1,0,80,3,0,52,0,25
Jan-2021,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",27,1,1,0,0,0,0,0,0,27,27,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",49,2,0,0,1.67,0,0.33,0,0,42,0,0,34,0,8
Jan-2021,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",130,8,6.49,0,0.51,0,1,2,3,405,258,0,15,0,132
Jan-2021,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31,2,1,0,1,0,0,0,1,80,59,0,21,0,0
Jan-2021,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",62,1,0,0,1,0,0,0,0,17,0,0,17,0,0
Jan-2021,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,8,2.81,0,1.75,0,3.43,1,0,698,92,0,76,0,530
Jan-2021,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,7,0.15,0,5.95,0,0.9,1,2,172,4,0,144,0,24
Jan-2021,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10,1,0,0.52,0.48,0,0,0,0,25,0,13,12,0,0
Jan-2021,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",17,1,0.65,0,0.35,0,0,0,0,51,33,0,18,0,0
Jan-2021,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",90,10,5.26,0,2.96,0,1.78,4,0,574,290,0,116,0,168
Jan-2021,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",104,19,11.93,1,5.2,0,0.87,1,2,1291,903,149,161,0,78
Jan-2021,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",177,43,12.1,0,17.93,0,12.97,1,1,2279,581,0,777,0,921
Jan-2021,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",31,7,4.26,0,2.13,0,0.6,0,0,385,305,0,60,0,20
Jan-2021,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1195,240,76.83,1.16,101.21,0,60.81,17,1,12137,4337,65,3349,0,4386
Jan-2021,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",10,3,1.4,0,0,0,1.6,0,0,81,34,0,0,0,47
Jan-2021,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",47,9,8.09,0,0.31,0,0.6,0,1,408,374,0,22,0,12
Jan-2021,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",8,1,0.77,0,0.23,0,0,0,0,60,46,0,14,0,0
Jan-2021,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",67,10,4.94,0,5.06,0,0,6,0,382,278,0,104,0,0
Jan-2021,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",47,11,2.68,0,4.35,1.49,2.48,0,0,372,93,0,136,63,80
Jan-2021,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",192,34,16.36,0,9.5,1.18,6.96,8,0,2213,1109,0,423,30,651
Jan-2021,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",42,6,1.84,0,3.76,0,0.4,0,0,230,76,0,127,0,27
Jan-2021,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",29,5,1,0,4,0,0,0,0,166,24,0,142,0,0
Jan-2021,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",23,2,1,0,1,0,0,0,0,91,64,0,27,0,0
Jan-2021,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",613,128,50.75,0.96,49.89,2.62,23.78,14,0,7015,3048,396,1797,124,1650
Jan-2021,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",996,227,72.49,1,117.17,1.21,35.13,2,1,10658,4215,35,4240,33,2135
Jan-2021,B6,JetBlue Airways,HDN,"Hayden, CO: Yampa Valley",15,3,0,0,3,0,0,0,0,99,0,0,99,0,0
Jan-2021,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",171,48,15.39,0,21.3,0,11.31,2,0,4333,947,0,917,0,2469
Jan-2021,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",28,7,2.01,1,3.99,0,0,0,0,228,82,15,131,0,0
Jan-2021,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",67,13,4.54,1,5.8,0,1.66,0,2,663,376,33,166,0,88
Jan-2021,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1055,233,88.31,0.99,101.88,1.18,40.64,17,1,11388,4767,73,3233,72,3243
Jan-2021,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",98,27,9.07,0,16.78,0.81,0.35,0,0,1107,566,0,506,21,14
Jan-2021,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",405,34,13.87,0,14.2,0,5.93,4,0,1616,669,0,310,0,637
Jan-2021,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",64,15,6.44,0,7.29,0,1.27,2,0,672,262,0,224,0,186
Jan-2021,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",795,194,63.42,0,99.02,0,31.56,1,0,9964,3968,0,3750,0,2246
Jan-2021,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",13,1,0.03,0,0,0,0.97,0,0,37,1,0,0,0,36
Jan-2021,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",36,11,5.11,0,4.3,0,1.59,0,0,697,373,0,244,0,80
Jan-2021,B6,JetBlue Airways,MTJ,"Montrose/Delta, CO: Montrose Regional",6,2,0,0,2,0,0,0,0,63,0,0,63,0,0
Jan-2021,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",51,16,4.95,0.47,9.73,0,0.85,0,0,1211,268,46,824,0,73
Jan-2021,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",282,70,20.03,0,38.02,0,11.95,0,0,5227,1931,0,1661,0,1635
Jan-2021,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",11,4,3.02,0,0,0,0.98,0,0,153,110,0,0,0,43
Jan-2021,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",127,27,17.75,0,5.38,0,3.86,3,0,2332,1638,0,219,0,475
Jan-2021,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",48,14,4.65,0.91,7.38,0,1.06,0,0,1137,461,356,268,0,52
Jan-2021,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",24,6,2.42,0,2.78,0,0.8,0,0,177,67,0,84,0,26
Jan-2021,B6,JetBlue Airways,PSP,"Palm Springs, CA: Palm Springs International",10,4,0.29,0,3,0,0.71,0,0,96,7,0,72,0,17
Jan-2021,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",71,14,5.38,0,5.27,0,3.35,0,0,763,285,0,267,0,211
Jan-2021,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",104,17,8.35,1.95,5.17,0,1.53,0,0,656,404,58,141,0,53
Jan-2021,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",95,15,6.68,0,5.53,0,2.78,6,0,826,582,0,137,0,107
Jan-2021,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",22,1,1,0,0,0,0,0,0,26,26,0,0,0,0
Jan-2021,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",316,70,24.44,0,36.73,0,8.83,1,0,5455,2989,0,1885,0,581
Jan-2021,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",53,2,1,0,1,0,0,1,0,78,55,0,23,0,0
Jan-2021,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",34,8,2.97,0,4.31,0,0.72,0,0,331,149,0,133,0,49
Jan-2021,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",20,1,0.55,0,0.2,0,0.25,0,0,40,22,0,8,0,10
Jan-2021,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",121,11,2.07,0,8.93,0,0,3,0,426,167,0,259,0,0
Jan-2021,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",574,155,68.1,0,58.95,7.12,20.83,2,1,6988,3380,0,1912,190,1506
Jan-2021,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",65,12,3.31,0,8,0,0.69,0,0,447,219,0,184,0,44
Jan-2021,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",12,1,0,0,1,0,0,0,0,19,0,0,19,0,0
Jan-2021,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",41,7,0.79,0,6.21,0,0,0,1,209,24,0,185,0,0
Jan-2021,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",41,10,5.65,0,3.38,0,0.96,0,0,677,424,0,152,0,101
Jan-2021,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",34,11,6.85,0,1.63,0,2.52,0,0,570,369,0,54,0,147
Jan-2021,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",305,74,21.89,2.61,39.29,0,10.21,4,0,4608,1862,237,1832,0,677
Jan-2021,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",33,4,2,0,2,0,0,0,0,87,44,0,43,0,0
Jan-2021,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",3,1,1,0,0,0,0,0,0,65,65,0,0,0,0
Jan-2021,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",139,9,4.38,0,2.2,0,2.43,0,0,381,140,0,54,0,187
Jan-2021,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12034,931,273,17.09,440.71,3.67,196.53,15,4,67775,28020,2813,21933,182,14827
Jan-2021,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",400,40,14.47,0.26,18.4,0,6.87,2,2,2765,1855,7,559,0,344
Jan-2021,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",109,6,3.87,0,0.44,0,1.69,0,0,286,210,0,11,0,65
Jan-2021,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",89,4,1.13,0,1.01,0,1.86,0,0,189,79,0,24,0,86
Jan-2021,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",333,30,11.56,0,11.48,1,5.96,0,0,1174,470,0,345,48,311
Jan-2021,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",111,11,4.5,0,4.66,0,1.84,0,0,399,141,0,144,0,114
Jan-2021,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",842,103,38.58,0.49,45.16,1,17.77,3,1,5538,2604,34,1402,74,1424
