date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
May-2021,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",80,15,3.82,2.77,5.11,0,3.31,0,0,723,137,164,206,0,216
May-2021,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",13,1,0,0,1,0,0,0,0,16,0,0,16,0,0
May-2021,UA,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",26,8,4.06,0,1.25,0,2.69,0,0,1347,1129,0,29,0,189
May-2021,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",2553,246,95.43,10.87,79.63,0,60.08,7,5,18616,5712,1780,2544,0,8580
May-2021,UA,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",26,3,0.97,0,0.36,0,1.68,0,0,201,69,0,16,0,116
May-2021,UA,United Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",64,8,2.17,0.49,1,0,4.35,0,0,421,73,51,44,0,253
May-2021,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",612,68,19.2,4.44,25.93,0,18.43,1,2,5632,1072,1354,927,0,2279
May-2021,UA,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",31,9,3.17,0.25,2.09,0,3.49,0,0,500,138,20,48,0,294
May-2021,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",62,14,5.51,0.38,3.18,0,4.93,0,0,567,165,32,87,0,283
May-2021,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",68,3,1.97,0,0.24,0,0.8,0,0,213,88,0,4,0,121
May-2021,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",58,4,0.64,0,1.19,0,2.17,0,0,440,75,0,50,0,315
May-2021,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",382,46,30.8,1.94,8.45,0,4.81,2,0,2490,1408,382,226,0,474
May-2021,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1458,146,52.75,6.81,61.21,0,25.23,4,2,7604,2846,470,2023,0,2265
May-2021,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3359,468,112.31,21.71,224.58,0,109.4,10,25,35354,8116,3820,10534,0,12884
May-2021,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",55,17,3.79,1.13,5.54,0,6.54,0,0,1016,133,68,195,0,620
May-2021,UA,United Air Lines Inc.,ITO,"Hilo, HI: Hilo International",13,1,0.13,0,0,0,0.87,0,0,85,11,0,0,0,74
May-2021,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",97,19,4.77,1.78,3.41,0,9.03,0,2,1019,112,344,154,0,409
May-2021,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",146,17,6.76,2.11,7.53,0,0.6,0,0,890,281,240,302,0,67
May-2021,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",80,2,0,0,1,0,1,0,0,34,0,0,15,0,19
May-2021,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",179,13,8.12,1,0.33,0,3.56,0,0,780,401,58,5,0,316
May-2021,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",658,66,17.18,4.56,24.08,0,20.18,0,1,3968,909,450,971,0,1638
May-2021,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1159,118,51.97,10.94,31.77,0,23.31,2,0,11897,7499,658,1495,0,2245
May-2021,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",120,18,7.79,2.63,4.11,0,3.46,0,0,693,191,93,124,0,285
May-2021,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",89,9,4.46,1,2.22,0,1.31,0,0,569,186,64,64,0,255
May-2021,UA,United Air Lines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",38,11,1.43,2.35,4.08,0,3.13,0,1,902,166,221,183,0,332
May-2021,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",90,12,1.88,0.33,6.12,0,3.67,0,0,843,85,65,168,0,525
May-2021,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",781,91,31.65,5.7,32.25,0,21.4,0,1,4849,1793,441,1056,0,1559
May-2021,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",61,8,0.97,1.91,3.95,0,1.17,0,0,1259,35,851,226,0,147
May-2021,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",443,57,18.88,5.68,22.12,0,10.31,1,3,4326,958,1909,734,0,725
May-2021,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",6,1,1,0,0,0,0,0,0,53,53,0,0,0,0
May-2021,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula International",31,8,4.32,1.14,0.23,0,2.31,0,0,310,122,89,6,0,93
May-2021,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",179,26,9.23,1.29,6.43,0,9.05,0,0,1489,427,140,320,0,602
May-2021,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",303,57,16.44,8.09,19.29,0,13.18,0,1,5078,1102,1310,604,0,2062
May-2021,UA,United Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-2021,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",237,35,19.84,1,12.78,0,1.38,0,0,2661,1935,42,449,0,235
May-2021,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-2021,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",96,12,2.47,2.24,2.82,0,4.46,0,1,913,116,127,115,0,555
May-2021,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",28,6,0.72,1,1.4,0,2.88,0,0,285,19,103,28,0,135
May-2021,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3454,294,113.51,22.23,96.95,0,61.31,6,3,20414,9446,2250,2894,0,5824
May-2021,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",114,21,8.1,0.16,6.68,0,6.06,0,0,1222,464,7,168,0,583
May-2021,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",248,13,5.5,0,5.59,0,1.91,0,0,490,288,0,130,0,72
May-2021,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",311,36,14.86,5.05,8.37,0,7.72,1,0,1614,604,327,250,0,433
May-2021,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",63,12,3.14,0.73,4.18,0,3.96,0,0,714,152,35,135,0,392
May-2021,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",565,44,14.05,5.72,12.28,0,11.96,1,0,3699,999,1387,524,0,789
May-2021,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",92,18,4.91,1.38,3.44,0,8.27,0,0,994,350,45,86,0,513
May-2021,UA,United Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",53,6,2,0.68,2.32,0,1,0,0,391,240,45,84,0,22
May-2021,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",62,14,9.5,0,1.91,0,2.59,0,0,620,493,0,66,0,61
May-2021,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-2021,UA,United Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",27,8,4.04,0,3,0,0.96,0,0,473,307,0,59,0,107
May-2021,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",213,29,5.36,2.98,6.87,0,13.79,0,0,1811,174,335,209,0,1093
May-2021,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",62,12,4.35,0,2.79,0,4.86,0,0,474,124,0,132,0,218
May-2021,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",62,10,4.41,0.17,2.2,0,3.22,0,0,773,374,16,95,0,288
May-2021,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",467,42,11.79,2.5,17,0,10.71,1,1,2099,516,273,476,0,834
May-2021,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",477,45,15.93,3.16,14.34,0,11.57,0,0,2379,587,292,557,0,943
May-2021,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",210,41,10.54,4.32,17.01,0,9.13,1,2,3162,1181,554,719,0,708
May-2021,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",47,3,1,0,2,0,0,2,0,195,144,0,51,0,0
May-2021,UA,United Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-2021,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",406,53,20.29,4.86,16.15,0,11.7,0,0,2928,1067,362,503,0,996
May-2021,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1610,215,81.01,7.37,95.19,0,31.43,8,3,11561,4550,480,3046,0,3485
May-2021,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",32,4,2.32,0.82,0.86,0,0,0,0,220,66,107,47,0,0
May-2021,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",257,17,6.06,2.95,6.38,0,1.62,1,0,1128,237,504,253,0,134
May-2021,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",144,18,6.02,1.89,2.37,0,7.72,0,0,1336,358,201,119,0,658
May-2021,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",239,26,9.59,2.42,6.45,0,7.54,0,0,1081,411,122,164,0,384
May-2021,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",203,37,9.32,2.83,14.87,0,9.99,0,1,2754,338,1126,488,0,802
May-2021,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",18,2,1.87,0,0.05,0,0.08,0,0,299,278,0,5,0,16
May-2021,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",86,7,2.05,0,2.95,0,2,0,0,245,80,0,92,0,73
May-2021,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",128,13,3.42,0,7.86,0,1.71,0,0,570,143,0,216,0,211
May-2021,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-2021,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",517,52,14.64,3.31,16.65,0,17.41,1,0,2558,604,369,522,0,1063
May-2021,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",26,5,2,0.51,1,0,1.49,0,0,287,44,51,41,0,151
May-2021,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-2021,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",474,124,60.07,0,8.48,0,55.45,1,1,6326,2767,0,363,0,3196
May-2021,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",189,40,31.47,0,1.43,0,7.1,0,1,1789,1190,0,111,0,488
May-2021,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",93,38,10.66,0.42,8.95,0,17.97,1,0,2326,625,29,333,0,1339
May-2021,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2645,383,144.17,10.23,77.27,1.94,149.4,4,4,19656,6638,847,3860,46,8265
May-2021,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1392,337,133.73,2.12,87.4,0,113.75,3,7,17886,6285,260,5022,0,6319
May-2021,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",264,66,32.59,0.75,4.16,0,28.51,0,1,2853,1429,101,139,0,1184
May-2021,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",230,62,30.61,1.6,6.83,0,22.96,2,1,3296,1431,123,567,0,1175
May-2021,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3327,517,193.49,6.2,92.55,2.88,221.89,15,7,26297,8936,552,3316,65,13428
May-2021,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",257,43,21.44,0,1.62,0,19.95,0,0,2176,822,0,31,0,1323
May-2021,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",347,65,39.73,0,0.83,0,24.43,0,0,2373,1485,0,40,0,848
May-2021,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",328,100,61.17,0,10.15,0,28.67,0,0,5053,2924,0,474,0,1655
May-2021,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",642,104,39.72,0,3.24,0.27,60.77,1,1,5292,1895,0,86,9,3302
May-2021,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4725,692,242.99,13.99,116.4,2.24,316.39,2,20,31922,10454,1041,5208,61,15158
May-2021,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",20,2,0.8,0,0,0,1.2,0,0,70,28,0,0,0,42
May-2021,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",316,63,30.16,0.44,12.39,0,20.01,0,1,2846,1253,55,455,0,1083
May-2021,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",313,74,45.28,0.37,5.34,0.47,22.54,1,1,4071,2420,18,254,7,1372
May-2021,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",182,40,20.05,0.02,5.01,0,14.91,0,0,2114,707,6,242,0,1159
May-2021,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",649,120,60.24,3.62,6.43,0.67,49.05,0,1,5524,2072,379,175,10,2888
May-2021,WN,Southwest Airlines Co.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",398,57,22.73,0.29,4,0,29.98,4,5,3200,1446,21,198,0,1535
May-2021,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",62,24,7.49,1.07,1.1,0,14.35,1,0,1330,219,105,36,0,970
May-2021,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",204,46,22.17,1.16,2.56,0,20.1,0,0,2722,1113,68,132,0,1409
May-2021,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",4590,1262,262.46,30.28,594.74,3.85,370.66,68,42,82967,12703,3444,42998,156,23666
May-2021,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",664,99,40.2,1.46,6.2,0,51.14,3,3,4680,1844,57,210,0,2569
May-2021,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6379,1494,394.21,27.74,615.28,4.9,451.87,22,31,77071,19080,2487,29858,124,25522
May-2021,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",95,11,6.49,0.91,0.69,0,2.91,0,0,447,221,95,18,0,113
May-2021,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",297,84,42.1,3.07,3.41,0,35.43,0,0,4186,1538,446,131,0,2071
May-2021,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",404,71,23.75,1.91,20.43,0,24.91,3,0,3275,1115,70,586,0,1504
May-2021,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",310,88,39.32,0,8.72,0,39.96,0,0,4420,1593,0,426,0,2401
May-2021,WN,Southwest Airlines Co.,FAT,"Fresno, CA: Fresno Yosemite International",124,19,14.04,1,1.11,0,2.85,0,0,744,596,25,19,0,104
May-2021,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1446,204,87.29,3.41,23.67,1.8,87.83,3,2,10036,4114,93,899,75,4855
May-2021,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",253,57,25.91,0,3.47,0,27.62,1,1,2641,1049,0,67,0,1525
May-2021,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",184,29,18.75,0,0.92,0,9.33,0,0,920,520,0,43,0,357
May-2021,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",125,23,8.13,0.87,2.14,0,11.86,0,0,1277,333,41,121,0,782
May-2021,WN,Southwest Airlines Co.,HDN,"Hayden, CO: Yampa Valley",23,3,3,0,0,0,0,0,0,77,77,0,0,0,0
May-2021,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",775,59,27.5,0,5.22,0,26.28,7,0,2536,1408,0,134,0,994
May-2021,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3599,697,215.79,14.8,219.32,2.95,244.15,10,20,36542,9868,1360,11447,67,13800
May-2021,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",68,33,16.55,0.25,1.03,0,15.17,0,0,1567,733,53,46,0,735
May-2021,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",163,28,14.42,1,2.78,0,9.81,0,0,1367,818,45,112,0,392
May-2021,WN,Southwest Airlines Co.,IAH,"Houston, TX: George Bush Intercontinental/Houston",465,104,27.88,4.24,30.65,0,41.22,8,5,6429,1423,510,1844,0,2652
May-2021,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",72,14,5.67,0,1.82,0,6.51,0,0,556,282,0,47,0,227
May-2021,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",777,149,69.08,1.42,13.59,0.81,64.1,1,0,7936,3537,84,375,22,3918
May-2021,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",204,59,34.23,0.77,6.51,2.18,15.32,1,0,2473,1420,49,192,73,739
May-2021,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",124,7,3.82,0,0.3,0,2.89,3,0,235,128,0,8,0,99
May-2021,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",344,70,33.16,0.67,1.6,0,34.56,1,0,3480,1174,58,91,0,2157
May-2021,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",217,18,7.16,0,2.59,0,8.25,1,0,677,269,0,83,0,325
May-2021,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",4793,713,244.89,8.26,103.13,0,356.73,8,7,35530,11629,676,3480,0,19745
May-2021,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",1445,273,123.15,2.26,9.7,0,137.88,5,0,14310,5691,454,370,0,7795
May-2021,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",122,44,14.52,0.31,3.47,0,25.69,1,0,2156,576,16,169,0,1395
May-2021,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",496,80,39.96,1.16,4.75,0,34.13,2,2,3730,1817,32,152,0,1729
May-2021,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",714,99,46.94,2.58,4.7,0,44.78,0,1,4811,1837,287,179,0,2508
May-2021,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",124,8,5.47,0,0.56,0,1.97,0,0,325,243,0,17,0,65
May-2021,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",150,54,19.96,1.4,4.83,0,27.82,1,0,3232,963,185,233,0,1851
May-2021,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",176,48,19.2,0.94,7.31,0,20.54,2,1,2591,1038,177,230,0,1146
May-2021,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1117,216,104.56,4.29,28.23,1.81,77.11,3,1,10101,4754,419,864,28,4036
May-2021,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3322,532,225.74,6.31,81.6,1.85,216.51,7,7,29930,12478,785,3193,46,13428
May-2021,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",5026,666,285.41,9.62,59.6,2.58,308.79,10,5,35469,14580,573,2117,123,18076
May-2021,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",297,74,33.31,2.25,10.53,0,27.91,0,0,3660,1686,128,367,0,1479
May-2021,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",175,48,25.24,0.16,3.6,0,18.99,0,0,2114,840,48,185,0,1041
May-2021,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",581,91,46.27,0.27,18.96,0,25.49,2,3,4567,1966,36,714,0,1851
May-2021,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",756,163,77.17,2.89,16.57,1,65.37,0,0,8549,3898,154,581,18,3898
May-2021,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",383,79,35.09,2.21,5.32,0.94,35.44,0,0,3611,1531,125,157,32,1766
May-2021,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1016,244,99.81,1.98,43.5,0,98.7,4,1,12623,4494,270,1528,0,6331
May-2021,WN,Southwest Airlines Co.,MTJ,"Montrose/Delta, CO: Montrose Regional",23,1,1,0,0,0,0,0,0,96,96,0,0,0,0
May-2021,WN,Southwest Airlines Co.,MYR,"Myrtle Beach, SC: Myrtle Beach International",54,4,2.11,0,0.22,0,1.67,0,0,92,53,0,4,0,35
May-2021,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",2146,357,138.86,3,26.76,0.57,187.82,4,0,18811,6145,178,1006,13,11469
May-2021,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",372,43,16.72,0,9.18,0,17.1,4,0,1758,895,0,260,0,603
May-2021,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",373,104,51.38,0,13.44,0,39.18,1,3,5215,2559,0,607,0,2049
May-2021,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",494,124,53.75,0,11.45,0,58.8,2,0,5409,2007,0,389,0,3013
May-2021,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",569,110,47.07,0.51,3.65,0,58.77,1,0,5292,2179,46,134,0,2933
May-2021,WN,Southwest Airlines Co.,ORD,"Chicago, IL: Chicago O'Hare International",496,93,37.89,0.71,18.46,0.54,35.39,2,1,3816,1466,47,553,19,1731
May-2021,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",177,37,25.26,1,1,0,9.74,0,0,1486,999,25,39,0,423
May-2021,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",155,30,14.75,0.16,3.89,0.35,10.85,0,1,1555,761,6,222,14,552
May-2021,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",519,116,69.44,0.48,4.72,0,41.36,0,0,4878,2660,33,155,0,2030
May-2021,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",314,72,28.36,1.43,3.59,0,38.62,0,0,3578,1119,133,112,0,2214
May-2021,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4597,686,253.42,7.93,86.87,0.87,336.92,9,1,34721,13092,913,2498,15,18203
May-2021,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",636,110,53.57,1,6.04,0,49.39,0,0,5614,2573,24,198,0,2819
May-2021,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",279,52,28.17,1.87,9.3,0,12.66,1,2,2987,1264,87,482,0,1154
May-2021,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",181,28,14.59,0,4.28,0,9.14,0,1,1018,556,0,149,0,313
May-2021,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",281,80,48.85,0.85,7.2,0,23.1,0,0,3458,2127,126,169,0,1036
May-2021,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",93,29,17.32,1.53,2.33,0,7.81,0,0,1339,716,155,61,0,407
May-2021,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",466,93,51.96,0.8,5.11,1,34.13,0,0,4155,2072,65,241,82,1695
May-2021,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",128,20,13.51,0.32,1.21,0,4.96,0,0,1024,510,54,104,0,356
May-2021,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",531,104,36.89,1,9.01,0,57.1,1,0,5331,1444,29,449,0,3409
May-2021,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",91,20,14.06,0,0.52,0,5.42,0,0,1110,665,0,66,0,379
May-2021,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",920,129,56.93,2.23,12.37,2.9,54.56,1,3,6911,2972,162,408,132,3237
May-2021,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",1580,249,103.98,1.27,17.29,4,122.46,2,3,11901,4806,72,440,80,6503
May-2021,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",824,220,90.76,1.65,39.98,1.71,85.89,2,2,12232,4165,146,1967,83,5871
May-2021,WN,Southwest Airlines Co.,SAV,"Savannah, GA: Savannah/Hilton Head International",189,36,17.21,0.6,11.25,0,6.94,0,0,1532,852,18,466,0,196
May-2021,WN,Southwest Airlines Co.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",155,19,11.17,0,0.22,0,7.61,0,0,915,586,0,7,0,322
May-2021,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",318,53,23.27,0.98,6.32,0,22.42,0,0,2755,1187,37,195,0,1336
May-2021,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",554,110,53.36,1.45,8.45,0,46.74,0,0,5880,2267,89,191,0,3333
May-2021,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",464,77,33.07,0,14.31,0,29.62,0,0,3398,1421,0,315,0,1662
May-2021,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1269,182,72.9,0.56,16.48,1,91.06,1,2,8869,3269,32,515,96,4957
May-2021,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",366,48,25.11,2.19,6.25,0,14.45,0,0,2176,1128,163,183,0,702
May-2021,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",750,162,62.82,0,18.86,0.64,79.69,3,0,8743,3466,0,785,26,4466
May-2021,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",1558,242,100.08,1,12.81,1.19,126.92,4,2,11293,4160,44,489,31,6569
May-2021,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1066,196,84.44,0,15.95,0,95.61,2,1,8048,3842,0,436,0,3770
